Country,Year,LifeExpectancy,Status,GDP,IncomeComposition,Polio,Diphtheria,TotalExpenditure,BMI
Fiji,2000,67.7,Developing,276.1338,0.681,91,9,3.87,5.2
Finland,2014,89,Developing,49914.61864,0.89,98,98,9.68,61.7
Finland,2013,87,Developing,49638.7713,0.887,98,98,9.55,61.4
Finland,2012,84,Developing,47415.55987,0.884,99,99,9.3,61
Finland,2011,83,Developing,579.72415,0.878,99,99,9.1,6.6
Finland,2010,79.9,Developing,4622.41516,0.874,99,99,9.5,6.2
Finland,2009,79.7,Developing,4717.15571,0.878,99,99,9.2,59.8
Finland,2008,79.6,Developing,5341.31487,0.876,97,99,8.35,59.4
Finland,2007,79.3,Developing,48288.5491,0.873,97,99,8.9,59
Finland,2006,79.2,Developing,4112.67651,0.869,97,97,8.38,58.6
Finland,2005,78.9,Developing,38969.17163,0.864,97,97,8.43,58.1
Finland,2004,78.7,Developing,37636.11173,0.869,96,98,8.21,57.6
Finland,2003,78.4,Developing,32816.1688,0.866,96,98,8.15,57.1
Finland,2002,78.1,Developing,26834.2625,0.863,95,98,7.81,56.6
Finland,2001,78,Developing,24913.24452,0.856,95,98,7.43,56.1
Finland,2000,77.5,Developing,24253.2542,0.847,96,99,7.22,55.5
France,2014,82.2,Developing,42955.24287,0.89,98,98,11.54,62
France,2013,82,Developing,42554.1225,0.887,99,99,11.56,61.6
France,2012,81.5,Developing,4838.2444,0.885,99,99,11.44,61.1
France,2011,81.7,Developing,4381.288,0.882,99,99,11.33,6.6
France,2010,81.3,Developing,473.34279,0.879,99,99,11.2,6.1
France,2009,81.1,Developing,41631.13141,0.879,98,98,11.28,59.6
France,2008,89,Developing,45413.6571,0.877,98,98,1.57,59.1
France,2007,89,Developing,416.58397,0.873,99,98,1.45,58.6
France,2006,86,Developing,36544.5853,0.87,99,99,1.53,58
France,2005,81,Developing,34879.72633,0.86,98,98,1.6,57.5
France,2004,82,Developing,33874.74255,0.857,99,98,1.53,57
France,2003,79.3,Developing,29691.18158,0.852,96,97,1.43,56.4
France,2002,79.2,Developing,24275.2426,0.851,97,97,1.22,55.8
France,2001,79,Developing,22527.31775,0.849,98,97,9.89,55.2
France,2000,78.8,Developing,22465.64184,0.844,98,97,9.77,54.6
Gabon,2014,65.5,Developing,9692.163874,0.687,68,7,3.44,35.8
Gabon,2013,64.6,Developing,9679.742995,0.678,77,79,3.98,35.2
Gabon,2012,63.5,Developing,9774.18117,0.669,8,82,3.13,34.6
Gabon,2011,62.8,Developing,1716.2258,0.664,75,75,3.12,34.1
Gabon,2010,62.3,Developing,8754.113376,0.66,68,67,3.41,33.5
Gabon,2009,61.7,Developing,763.66223,0.652,74,76,3.43,33
Gabon,2008,61.6,Developing,194.2746,0.651,81,82,2.54,32.4
Gabon,2007,61.6,Developing,8352.81711,0.645,78,81,2.86,31.9
Gabon,2006,61.4,Developing,727.777345,0.646,44,45,2.88,31.4
Gabon,2005,65,Developing,6741.2939479999995,0.64,44,45,2.76,3.8
Gabon,2004,59.7,Developing,5685.577736,0.64,44,45,3.26,3.3
Gabon,2003,59.7,Developing,4892.11618,0.638,44,45,3.48,29.8
Gabon,2002,59.7,Developing,412.55271,0.636,44,45,3.22,29.2
Gabon,2001,59.8,Developing,3976.14887,0.633,44,45,3.23,28.7
Gabon,2000,61,Developing,4116.46693,0.637,44,45,2.89,28.1
Georgia,2014,74.5,Developing,4429.6575,0.759,91,91,7.42,55.3
Georgia,2013,74.5,Developing,4274.376857,0.755,94,93,7.25,54.4
Georgia,2012,74.2,Developing,4142.869175,0.749,93,92,8.57,53.6
Georgia,2011,73.9,Developing,3725.63221,0.742,88,94,9.38,52.8
Georgia,2010,73.8,Developing,2964.47734,0.738,88,92,1.5,52
Georgia,2009,73.2,Developing,276.588512,0.734,93,88,1.19,51.3
Georgia,2008,73.9,Developing,3174.9491,0.735,9,92,8.99,5.5
Georgia,2007,74.4,Developing,2492.12878,0.722,88,98,8.17,49.9
Georgia,2006,73.9,Developing,1872.68416,0.714,89,88,8.39,49.2
Georgia,2005,73.9,Developing,153.57521,0.703,82,82,8.6,48.6
Georgia,2004,72.3,Developing,127.367228,0.694,66,78,8.53,48.1
Georgia,2003,72.7,Developing,928.18227,0.684,74,75,8.49,47.5
Georgia,2002,71.7,Developing,779.3845935,0.677,89,84,8.72,47
Georgia,2001,73,Developing,733.974142,0.673,83,87,7.82,46.5
Georgia,2000,71.8,Developing,691.997711,0,81,8,6.94,46
Germany,2014,89,Developed,4792.65288,0.92,94,95,11.3,61.9
Germany,2013,86,Developed,4653.91143,0.919,94,95,11.16,61.4
Germany,2012,86,Developed,4465.24891,0.916,94,95,1.99,6.9
Germany,2011,85,Developed,4681.32796,0.912,94,95,1.93,6.4
Germany,2010,81,Developed,41785.55691,0.907,94,95,11.25,59.9
Germany,2009,80,Developed,41732.7725,0.906,95,96,11.4,59.5
Germany,2008,79.9,Developed,45699.19832,0.903,95,96,1.39,59
Germany,2007,79.8,Developed,41814.8191,0.898,95,96,1.18,58.5
Germany,2006,79.6,Developed,36447.87232,0.892,94,96,1.34,58
Germany,2005,79.2,Developed,34696.6292,0.884,95,96,1.52,57.6
Germany,2004,79.1,Developed,34165.9343,0.877,96,96,1.37,57.1
Germany,2003,78.5,Developed,3359.95215,0.872,96,97,1.62,56.6
Germany,2002,78.4,Developed,2525.16445,0.867,97,93,1.4,56.1
Germany,2001,78.3,Developed,23687.31689,0.86,96,93,1.15,55.6
Germany,2000,78,Developed,23718.7467,0.855,94,9,1.1,55.1
Ghana,2014,62.1,Developing,1432.227943,0.576,93,98,3.56,28
Ghana,2013,61.9,Developing,1814.492297,0.57,91,9,4.63,27.3
Ghana,2012,61.6,Developing,1629.8222,0.563,91,92,4.79,26.7
Ghana,2011,61.2,Developing,1574.978653,0.554,91,91,4.81,26.1
Ghana,2010,69,Developing,1312.67557,0.547,94,94,5.33,25.5
Ghana,2009,66,Developing,186.76538,0.542,94,94,5.17,24.9
Ghana,2008,63,Developing,1224.41554,0.53,92,93,4.85,24.2
Ghana,2007,59.9,Developing,19.686718,0.519,94,94,5.3,23.6
Ghana,2006,59.4,Developing,922.9351677,0.51,84,84,4.64,23
Ghana,2005,58.9,Developing,498.172394,0.499,85,84,4.51,22.4
Ghana,2004,58.3,Developing,423.1936389,0.491,81,8,3.96,21.8
Ghana,2003,57.9,Developing,373.2815537,0.489,8,8,3.12,21.2
Ghana,2002,57.6,Developing,39.484473,0.484,8,78,3.7,2.7
Ghana,2001,57.4,Developing,273.6596668,0.485,81,79,3.56,2.1
Ghana,2000,57.2,Developing,263.1124679,0.48,88,88,3,19.5
Greece,2014,88,Developing,21673.7817,0.862,99,99,8.8,66
Greece,2013,86,Developing,21874.8195,0.86,99,99,9.26,65.4
Greece,2012,84,Developing,22242.68193,0.858,99,99,9.24,64.9
Greece,2011,85,Developing,25916.29353,0.86,99,99,9.77,64.3
Greece,2010,83,Developing,26917.75898,0.859,99,99,9.18,63.7
Greece,2009,80,Developing,2971.973,0.857,99,99,9.76,63.1
Greece,2008,79.9,Developing,31997.2821,0.853,99,99,9.76,62.4
Greece,2007,79.4,Developing,28827.32636,0.855,99,99,9.41,61.8
Greece,2006,79.7,Developing,2481.15781,0.85,98,98,9.34,61.2
Greece,2005,79.3,Developing,22551.73574,0.839,96,96,9.36,6.5
Greece,2004,79.2,Developing,21955.149,0.83,95,95,8.3,59.9
Greece,2003,79.1,Developing,18477.57841,0.823,93,94,8.61,59.2
Greece,2002,79,Developing,1411.31339,0.811,92,92,8.72,58.6
Greece,2001,78.7,Developing,12538.17883,0.801,9,91,8.47,58
Greece,2000,78.2,Developing,1242.95373,0.794,89,89,7.6,57.4
Grenada,2014,73.5,Developing,8569.776998,0.749,81,97,6.1,47.4
Grenada,2013,73.3,Developing,7955.615985,0.746,98,97,6.15,46.5
Grenada,2012,73.1,Developing,7583.1872,0.744,98,97,6.36,45.6
Grenada,2011,72.9,Developing,741.48438,0.741,95,95,6.35,44.7
Grenada,2010,72.6,Developing,7365.666659,0,94,97,6.41,43.9
Grenada,2009,72.4,Developing,7395.88125,0,99,99,6.24,43.1
Grenada,2008,72.1,Developing,7946.944346,0,99,99,5.76,42.4
Grenada,2007,71.9,Developing,7322.596862,0,96,96,5.88,41.8
Grenada,2006,71.7,Developing,6764.722867,0,91,91,5.99,41.1
Grenada,2005,71.5,Developing,6754.512393,0,99,99,5.5,4.5
Grenada,2004,73,Developing,5836.17763,0,84,83,5.24,39.9
Grenada,2003,71.1,Developing,5773.73577,0,98,97,5.89,39.4
Grenada,2002,79,Developing,5292.232379,0,98,98,6.67,38.8
Grenada,2001,77,Developing,519.958715,0,96,96,7.67,38.2
Grenada,2000,74,Developing,5117.5899230000005,0,97,97,6.62,37.7
Guatemala,2014,71.7,Developing,3687.763767,0.614,65,73,6.2,49.9
Guatemala,2013,71.4,Developing,3452.828934,0.611,84,85,6.3,49.3
Guatemala,2012,71.3,Developing,3299.65139,0.616,94,96,6.33,48.6
Guatemala,2011,71.1,Developing,3187.845296,0.609,88,88,6.28,47.9
Guatemala,2010,77,Developing,2825.5247,0.602,94,94,6.64,47.2
Guatemala,2009,76,Developing,2635.753474,0.596,92,92,6.79,46.5
Guatemala,2008,79,Developing,2794.22189,0.589,96,95,6.65,45.9
Guatemala,2007,75,Developing,2489.955836,0.578,85,85,6.86,45.2
Guatemala,2006,69.7,Developing,2256.56724,0.57,9,89,7.7,44.5
Guatemala,2005,69.2,Developing,277.83438,0.567,87,87,6.79,43.8
Guatemala,2004,69.6,Developing,1872.73783,0.564,88,87,6.77,43.1
Guatemala,2003,69.4,Developing,1753.349471,0.56,84,84,6.88,42.4
Guatemala,2002,69.3,Developing,171.771491,0.553,82,82,6.71,41.7
Guatemala,2001,68.4,Developing,1568.376276,0.546,78,77,6.76,41.1
Guatemala,2000,67.7,Developing,1655.596261,0.539,8,81,5.25,4.4
Guinea,2014,58.1,Developing,561.997387,0.412,42,51,5.64,22.7
Guinea,2013,58.8,Developing,54.169324,0.406,63,63,5.49,22.2
Guinea,2012,58.4,Developing,52.3485646,0.396,63,62,5.39,21.7
Guinea,2011,58.1,Developing,459.2912,0.385,63,63,4.73,21.2
Guinea,2010,57.8,Developing,438.7513346,0.38,62,64,4.55,2.8
Guinea,2009,57.3,Developing,436.6895539,0.376,6,57,3.85,2.3
Guinea,2008,56.8,Developing,437.4467238,0.371,59,6,3.21,19.8
Guinea,2007,56.4,Developing,49.456775,0.364,46,63,3.8,19.4
Guinea,2006,55.6,Developing,296.68382,0.356,53,57,3.2,19
Guinea,2005,54.7,Developing,33.424498,0.346,59,59,2.82,18.5
Guinea,2004,54,Developing,386.3288283,0.325,65,6,3.14,18.1
Guinea,2003,53.3,Developing,37.1931781,0.338,61,57,3.45,17.7
Guinea,2002,52.9,Developing,322.811171,0.329,56,53,3.76,17.3
Guinea,2001,52.5,Developing,315.83983,0.322,52,5,3.65,16.9
Guinea,2000,52.5,Developing,34.516918,0.316,47,46,3.46,16.6
Guinea-Bissau,2014,58.4,Developing,642.6256154,0.419,87,87,5.59,25.6
Guinea-Bissau,2013,58.1,Developing,61.566347,0.415,87,87,6.14,25
Guinea-Bissau,2012,57.6,Developing,67.7518833,0.416,87,87,5.96,24.3
Guinea-Bissau,2011,57.1,Developing,692.69989,0.41,85,86,5.46,23.7
Guinea-Bissau,2010,56.7,Developing,543.957418,0.405,82,83,6.7,23.1
Guinea-Bissau,2009,56.3,Developing,544.222779,0.401,78,8,6.81,22.5
Guinea-Bissau,2008,55.6,Developing,583.5445622,0.398,77,77,6.5,21.9
Guinea-Bissau,2007,55,Developing,481.694976,0.394,76,74,6.1,21.3
Guinea-Bissau,2006,54.4,Developing,418.94454,0.388,74,71,5.87,2.7
Guinea-Bissau,2005,53.9,Developing,424.9534585,0,73,68,5.72,2.1
Guinea-Bissau,2004,53.5,Developing,393.3138244,0,69,64,5.41,19.6
Guinea-Bissau,2003,53,Developing,36.5718585,0,65,6,5.62,19
Guinea-Bissau,2002,52.8,Developing,321.481324,0,61,57,5.84,18.5
Guinea-Bissau,2001,52.5,Developing,39.486749,0,56,53,5.4,17.9
Guinea-Bissau,2000,52.1,Developing,297.7519443,0,52,49,4.94,17.4
Guyana,2014,66,Developing,43.82321,0.636,97,98,5.25,45.9
Guyana,2013,65.9,Developing,3944.178173,0.633,98,98,5.1,45
Guyana,2012,65.8,Developing,3785.935665,0.63,97,97,6.57,44.1
Guyana,2011,65.6,Developing,3439.597513,0.624,93,93,6.8,43.2
Guyana,2010,65.9,Developing,326.281212,0.618,95,95,6.6,42.4
Guyana,2009,66.1,Developing,2716.35256,0.618,97,98,7.32,41.6
Guyana,2008,66.3,Developing,2576.124957,0.618,93,93,7.46,4.9
Guyana,2007,65.7,Developing,2327.58324,0.62,94,94,6.45,4.3
Guyana,2006,65.2,Developing,1945.6395,0.622,92,93,4.67,39.6
Guyana,2005,65,Developing,198.455216,0.619,93,93,5.83,39
Guyana,2004,65.1,Developing,145.58861,0.613,91,91,5.73,38.4
Guyana,2003,65.3,Developing,986.7958173,0.611,91,9,5.97,37.8
Guyana,2002,65.3,Developing,96.8674827,0.609,93,91,5.84,37.1
Guyana,2001,65.4,Developing,925.582546,0.606,9,85,5.82,36.4
Guyana,2000,65.4,Developing,946.599372,0.602,79,88,5.85,35.7
Haiti,2014,63.1,Developing,83.1148117,0.487,55,48,7.56,48.8
Haiti,2013,62.7,Developing,81.265673,0.483,67,68,8.1,47.7
Haiti,2012,62.3,Developing,766.8437623,0.477,67,67,9.88,46.5
Haiti,2011,62.3,Developing,74.9358452,0.47,67,68,1.41,45.3
Haiti,2010,36.3,Developing,662.2795182,0.47,66,66,8.9,44.2
Haiti,2009,62.5,Developing,668.297646,0.466,65,65,6.68,43
Haiti,2008,62.1,Developing,674.7564147,0.462,64,63,5.92,41.8
Haiti,2007,61.8,Developing,615.8198192,0.458,62,63,5.56,4.7
Haiti,2006,61.1,Developing,55.47626,0.455,61,6,5.7,39.6
Haiti,2005,65,Developing,465.311876,0.452,6,6,4.41,38.5
Haiti,2004,58.7,Developing,387.9429725,0.45,58,55,5.61,37.5
Haiti,2003,59.7,Developing,329.782946,0.447,56,53,5.32,36.5
Haiti,2002,59.3,Developing,393.16327,0.444,54,48,5.47,35.6
Haiti,2001,58.9,Developing,413.7383164,0.443,52,45,5.63,34.8
Haiti,2000,58.6,Developing,462.486524,0.439,5,41,6.6,34
Honduras,2014,74.5,Developing,2242.711912,0.618,97,97,8.72,5.2
Honduras,2013,74.3,Developing,2136.77395,0.614,97,97,9.15,49.3
Honduras,2012,74.1,Developing,2178.38325,0.614,97,97,9.78,48.4
Honduras,2011,73.9,Developing,212.584798,0.611,97,97,8.57,47.6
Honduras,2010,73.6,Developing,1932.85829,0.606,97,97,8.45,46.8
Honduras,2009,73.4,Developing,1815.489496,0.603,97,97,8.84,45.9
Honduras,2008,73.2,Developing,1751.595857,0.597,93,93,8.4,45.1
Honduras,2007,73,Developing,1592.572182,0.59,94,94,7.89,44.3
Honduras,2006,72.8,Developing,1437.628785,0.583,94,95,7.63,43.5
Honduras,2005,72.5,Developing,1311.741714,0.577,98,98,7.81,42.8
Honduras,2004,72.2,Developing,1217.657961,0.571,94,94,7.89,42
Honduras,2003,71.9,Developing,1157.3427,0.566,92,92,8.29,41.2
Honduras,2002,71.6,Developing,1132.8721,0.561,95,95,7.28,4.4
Honduras,2001,71.3,Developing,113.4546,0.557,99,96,6.88,39.6
Honduras,2000,71,Developing,188.783165,0.551,88,94,6.63,38.8
Hungary,2014,75.6,Developed,14117.97668,0.834,99,99,7.4,64.2
Hungary,2013,75.5,Developed,13613.6147,0.824,99,99,7.53,63.6
Hungary,2012,75,Developed,12834.32349,0.823,99,99,7.74,63
Hungary,2011,74.8,Developed,1448.87958,0.821,99,99,7.84,62.4
Hungary,2010,74.5,Developed,1325.53379,0.817,99,99,7.85,61.7
Hungary,2009,74.2,Developed,12967.16543,0.816,99,99,7.55,61.1
Hungary,2008,74.1,Developed,15669.25929,0.812,99,99,7.33,6.5
Hungary,2007,73.5,Developed,13842.6549,0.809,99,99,7.51,59.9
Hungary,2006,73.4,Developed,11398.76584,0.802,99,99,8.1,59.3
Hungary,2005,72.9,Developed,11161.72441,0.795,99,99,8.28,58.8
Hungary,2004,72.9,Developed,1259.5266,0.793,99,99,8.8,58.2
Hungary,2003,72.5,Developed,8396.25323,0.784,99,99,8.42,57.6
Hungary,2002,72.5,Developed,665.6443,0.775,98,99,7.47,57.1
Hungary,2001,72.3,Developed,527.85364,0.769,99,99,7.11,56.6
Hungary,2000,71.7,Developed,4623.46712,0.761,99,99,7.6,56.1
Iceland,2014,82.5,Developed,52473.11356,0.915,9,9,8.86,6.6
Iceland,2013,82.4,Developed,4781.3888,0.907,91,91,8.75,6.2
Iceland,2012,82.5,Developed,44333.8518,0.901,89,89,8.68,59.7
Iceland,2011,82.1,Developed,46.217,0.894,95,95,8.65,59.3
Iceland,2010,81.8,Developed,41676.44527,0.894,96,96,8.86,58.9
Iceland,2009,81.6,Developed,4461.89251,0.894,96,96,9.12,58.5
Iceland,2008,81.4,Developed,55575.29196,0.892,98,98,8.8,58.1
Iceland,2007,81.3,Developed,68348.31817,0.887,97,97,8.75,57.8
Iceland,2006,81.1,Developed,5613.54115,0.884,97,97,8.96,57.4
Iceland,2005,81,Developed,56249.7555,0.879,95,95,9.21,56.9
Iceland,2004,88,Developed,46917.27216,0.873,99,99,9.59,56.5
Iceland,2003,87,Developed,3944.999,0.866,97,97,1.7,55.9
Iceland,2002,84,Developed,31996.2172,0.859,95,95,9.86,55.4
Iceland,2001,80,Developed,28585.9254,0.854,92,92,9.12,54.8
Iceland,2000,79.7,Developed,31813.37344,0.847,98,98,9.28,54.2
India,2014,68,Developing,1573.11889,0.607,84,85,4.69,18.1
India,2013,67.6,Developing,1452.195373,0.599,82,83,4.53,17.5
India,2012,67.3,Developing,1446.98541,0.59,79,82,4.39,17
India,2011,66.8,Developing,1461.671957,0.58,79,82,4.33,16.4
India,2010,66.4,Developing,1345.77153,0.569,76,79,4.28,15.9
India,2009,66,Developing,19.317765,0.563,73,74,4.38,15.4
India,2008,65.5,Developing,991.484634,0.556,69,7,4.34,14.9
India,2007,65.2,Developing,118.166373,0.546,67,64,4.23,14.4
India,2006,64.8,Developing,792.259698,0.536,66,65,4.25,13.9
India,2005,64.4,Developing,77.819,0.526,65,65,4.28,13.5
India,2004,64,Developing,621.3183767,0.518,58,63,4.22,13
India,2003,63.7,Developing,541.1352279,0.505,57,61,4.3,12.6
India,2002,63.3,Developing,466.2842,0.499,58,59,4.4,12.2
India,2001,62.9,Developing,447.138966,0.494,58,59,4.5,11.8
India,2000,62.5,Developing,438.864634,0.489,57,58,4.26,11.4
Indonesia,2014,68.9,Developing,3491.595887,0.682,8,78,2.85,26.5
Indonesia,2013,68.7,Developing,362.663981,0.677,86,85,2.93,25.6
Indonesia,2012,68.5,Developing,3687.953996,0.669,84,83,2.9,24.7
Indonesia,2011,68.3,Developing,3634.27685,0.662,81,81,2.71,23.8
Indonesia,2010,68.1,Developing,3113.48635,0.656,82,81,2.74,22.9
Indonesia,2009,67.9,Developing,2254.44566,0.645,85,78,2.83,22.1
Indonesia,2008,67.7,Developing,216.52766,0.641,83,77,2.81,21.3
Indonesia,2007,67.5,Developing,1855.93915,0.638,77,73,3.1,2.5
Indonesia,2006,67.3,Developing,1586.254,0.632,78,72,2.91,19.7
Indonesia,2005,67.2,Developing,126.928834,0.629,79,72,2.79,19
Indonesia,2004,65.3,Developing,1148.56996,0.624,79,71,2.37,18.2
Indonesia,2003,66.9,Developing,164.59447,0.613,8,71,2.53,17.5
Indonesia,2002,66.7,Developing,899.5556857,0.608,8,7,2.27,16.7
Indonesia,2001,66.5,Developing,747.9817455,0.604,77,76,2.23,16
Indonesia,2000,66.3,Developing,78.92744,0.597,72,75,1.98,15.4
Iraq,2014,67.9,Developing,673.74737,0.658,67,64,5.54,58.5
Iraq,2013,69.5,Developing,6925.22446,0.659,7,68,5.92,57.8
Iraq,2012,76,Developing,6651.12242,0.656,7,69,5.26,57.2
Iraq,2011,77,Developing,5854.614497,0.649,8,79,3.32,56.5
Iraq,2010,76,Developing,452.74948,0.646,74,74,3.82,55.8
Iraq,2009,74,Developing,3735.144836,0.643,78,78,4.65,55.2
Iraq,2008,69.3,Developing,4521.3247,0.638,71,69,3.93,54.5
Iraq,2007,65.9,Developing,3129.224922,0.636,74,57,3.69,53.8
Iraq,2006,64.7,Developing,2351.812429,0.631,63,59,3,53.2
Iraq,2005,66.8,Developing,1849.63911,0.628,69,65,4.13,52.5
Iraq,2004,67.2,Developing,1391.816923,0.603,69,74,5.61,51.9
Ireland,2014,81.2,Developed,5553.32623,0.91,96,96,7.78,62.1
Ireland,2013,81,Developed,5234.76736,0.902,96,96,8.1,61.3
Ireland,2012,85,Developed,49231.36254,0.895,95,95,8.32,6.5
Ireland,2011,84,Developed,52567.52568,0.909,95,95,8.15,59.7
Ireland,2010,86,Developed,48538.58776,0.907,94,94,8.76,58.9
Ireland,2009,79.7,Developed,51983.78892,0.909,94,94,9.53,58.2
Ireland,2008,79.8,Developed,61235.415,0.908,93,93,8.64,57.4
Ireland,2007,79.5,Developed,61388.17457,0.902,92,92,7.57,56.6
Ireland,2006,79,Developed,54326.9713,0.896,91,91,7.22,55.8
Ireland,2005,78.7,Developed,5886.82789,0.889,9,9,7.27,55.1
Ireland,2004,78.3,Developed,47631.6377,0.88,89,89,7.34,54.4
Ireland,2003,78,Developed,4117.15532,0.87,86,86,7.5,53.6
Ireland,2002,77.4,Developed,32539.1937,0.862,83,83,6.85,52.9
Ireland,2001,77,Developed,28223.55528,0.857,84,84,6.6,52.2
Ireland,2000,76.4,Developed,26241.91883,0.848,86,86,6.3,51.5
Israel,2014,82.2,Developing,37582.84624,0.895,95,95,7.81,64.6
Israel,2013,82.1,Developing,36393.66932,0.891,96,96,7.89,64.2
Israel,2012,81.8,Developing,32569.59683,0.889,94,94,7.73,63.8
Israel,2011,81.8,Developing,33657.15727,0.883,94,94,7.39,63.4
Israel,2010,81.7,Developing,3661.994,0.878,95,95,7.36,63
Israel,2009,81.5,Developing,27795.87671,0.876,96,96,7.46,62.6
Israel,2008,81,Developing,29657.4421,0.877,94,94,7.33,62.1
Israel,2007,84,Developing,258.637,0.872,95,95,7.37,61.6
Israel,2006,84,Developing,2195.1769,0.87,94,95,7.38,61.1
Israel,2005,80,Developing,2611.17931,0.866,95,93,7.44,6.6
Israel,2004,81,Developing,19888.172,0.863,95,95,7.35,6.1
Israel,2003,79.7,Developing,18946.99942,0.863,93,93,7.44,59.6
Israel,2002,79.3,Developing,18431.15696,0.855,91,9,7.49,59.2
Israel,2001,79.3,Developing,236.19646,0.85,93,92,7.61,58.7
Israel,2000,78.9,Developing,2152.1432,0.845,93,93,7.13,58.3
Italy,2014,82.5,Developed,35396.66517,0.877,95,95,9.25,63.1
Italy,2013,82.3,Developed,3537.27441,0.876,96,96,9.22,62.6
Italy,2012,82,Developed,34814.12436,0.877,96,97,9.28,62.1
Italy,2011,82,Developed,38334.68477,0.872,96,96,9.27,61.5
Italy,2010,81.8,Developed,35849.37364,0.869,96,96,9.42,61
Italy,2009,81.6,Developed,36976.84512,0.868,96,96,9.41,6.5
Italy,2008,81.5,Developed,464.18465,0.866,96,96,8.89,59.9
Italy,2007,81.3,Developed,37698.78573,0.862,97,97,8.48,59.4
Italy,2006,81.2,Developed,3341.7482,0.856,97,96,8.82,58.8
Italy,2005,88,Developed,31959.26215,0.851,97,95,8.71,58.2
Italy,2004,89,Developed,31174.56118,0.846,97,94,8.49,57.6
Italy,2003,79.9,Developed,27387.2258,0.841,97,96,8.17,57
Italy,2002,80,Developed,22196.5736,0.836,96,93,8.23,56.4
Italy,2001,79.8,Developed,24.819,0.828,96,93,8.11,55.7
Italy,2000,79.4,Developed,251.2426,0.823,97,87,7.91,55
Jamaica,2014,75.8,Developing,4855.743789,0.727,93,92,5.36,53.5
Jamaica,2013,75.6,Developing,56.144952,0.727,86,93,5.91,52.7
Jamaica,2012,75.3,Developing,521.33363,0.725,96,96,5.66,52
Jamaica,2011,75.2,Developing,513.549487,0.722,93,92,5.21,51.2
Jamaica,2010,75,Developing,4682.728424,0.721,94,94,5.3,5.5
Jamaica,2009,74.7,Developing,4293.383274,0.721,9,9,5.16,49.7
Jamaica,2008,74.5,Developing,492.492378,0.718,91,91,5.4,48.9
Jamaica,2007,74.2,Developing,462.517913,0.714,94,92,4.87,48.1
Jamaica,2006,74,Developing,4313.1682,0.709,99,95,4.22,47.2
Jamaica,2005,73.5,Developing,482.24762,0.706,99,99,4.7,46.3
Jamaica,2004,73.3,Developing,3719.97351,0.689,97,98,4.8,45.4
Jamaica,2003,73.1,Developing,3465.221998,0.694,99,96,4.56,44.5
Jamaica,2002,73,Developing,3596.496282,0.69,99,99,4.86,43.5
Jamaica,2001,72.7,Developing,3394.878,0.68,99,99,5.34,42.5
Jamaica,2000,72.6,Developing,336.8742,0.682,95,93,5.81,41.6
Japan,2014,83.5,Developed,3896.21151,0.899,99,96,1.23,28.6
Japan,2013,83.5,Developed,4454.44746,0.894,99,96,1.25,28.2
Japan,2012,83.3,Developed,4863.47665,0.889,99,97,1.17,27.8
Japan,2011,82.5,Developed,48167.99727,0.884,96,97,1.7,27.4
Japan,2010,83,Developed,4457.67639,0.879,98,97,9.58,26.9
Japan,2009,83,Developed,4855.17564,0.881,99,97,9.51,26.4
Japan,2008,82.7,Developed,39339.29757,0.88,98,98,8.6,25.9
Japan,2007,82.6,Developed,35275.22843,0.877,97,98,8.25,25.4
Japan,2006,82.4,Developed,35433.98896,0.873,95,98,8.19,24.9
Japan,2005,82,Developed,37217.64873,0.87,95,98,8.18,24.4
Japan,2004,82.1,Developed,37688.72234,0.866,97,99,8.3,23.8
Japan,2003,81.9,Developed,3488.3992,0.863,97,97,8,23.4
Japan,2002,81.8,Developed,32289.3554,0.86,89,96,7.85,22.9
Japan,2001,81.5,Developed,33846.46564,0.856,81,95,7.75,22.5
Japan,2000,81.1,Developed,38532.488,0.852,98,85,7.53,22.2
Jordan,2014,74,Developing,466.94775,0.737,98,98,7.45,64.8
Jordan,2013,73.9,Developing,3992.86717,0.737,98,98,7.23,64
Jordan,2012,73.7,Developing,387.753211,0.735,98,98,8,63.2
Jordan,2011,73.6,Developing,387.324145,0.737,98,98,8.39,62.4
Jordan,2010,73.4,Developing,3679.19275,0.739,98,98,8.42,61.7
Jordan,2009,73.3,Developing,3492.1396,0.742,98,98,9.54,6.9
Jordan,2008,73.1,Developing,3385.69665,0.739,98,97,8.78,6.1
Jordan,2007,73,Developing,2762.86354,0.736,98,98,8.35,59.3
Jordan,2006,72.8,Developing,2537.349,0.733,98,98,8.8,58.6
Jordan,2005,72.4,Developing,223.83787,0.73,95,95,8.88,57.8
Jordan,2004,72.5,Developing,261.456882,0.723,95,95,9.5,57
Jordan,2003,72.3,Developing,1889.213962,0.717,97,97,9.15,56.3
Jordan,2002,72.1,Developing,1812.288374,0.712,95,95,9.68,55.5
Jordan,2001,71.9,Developing,1728.2659,0.706,97,99,9.9,54.8
Jordan,2000,71.7,Developing,1657.889256,0.7,94,91,9.65,54
Kazakhstan,2014,69.9,Developing,1286.56511,0.789,95,95,4.36,52.3
Kazakhstan,2013,69.5,Developing,1389.8561,0.782,98,98,4.3,51.4
Kazakhstan,2012,69.1,Developing,12387.18982,0.774,98,99,4.32,5.6
Kazakhstan,2011,68.5,Developing,11634.42422,0.766,99,99,4.6,49.9
Kazakhstan,2010,67.8,Developing,97.649972,0.763,98,99,4.42,49.2
Kazakhstan,2009,67.8,Developing,7165.2775,0.758,99,98,4.13,48.5
